gene_1,gene_2,score
RPL14,RPL31,999
RPL14,RPL35A,999
RPL14,GNL3,847
RPL14,SRP19,901
RPL14,RPL17,996
RPL14,EEF1D,812
RPL14,RPS14,999
RPL14,RPS13,999
RPL14,FAU,999
RPL14,GSPT1,919
RPL14,RPL27,999
RPL14,TPT1,967
RPL14,RPL32,999
RPL14,RPLP0,999
RPL14,RPL6,999
RPL14,RPL36,999
RPL14,RPS10,999
RPL14,SRPRB,818
RPL14,RPS24,999
RPL14,RPL11,999
RPL14,RPL18,999
RPL14,RPL9P8,999
RPL14,RPS18,999
RPL14,RPL10,999
RPL14,RPL23,999
RPL14,RPS19,999
RPL14,RPSA,999
RPL14,RPS7,999
RPL14,RPS5,999
RPL14,RPS28,999
RPL14,RPL30,999
RPL14,RPS17,999
RPL14,RPS8,999
RPL14,RPS15,999
RPL14,RPL37A,999
RPL14,RPL26,999
RPL14,RPS25,999
RPL14,RPS20,999
RPL14,RPL23A,999
TSPO,DBI,941
TSPO,VDAC3,958
TSPO,BCL2,736
RAB27A,PRF1,752
RAB27A,CD63,840
RAB27A,STXBP2,779
RAB27A,DRP2,862
VAMP1,VAMP2,950
VAMP1,KIF1A,717
ETV6,CEBPA,719
ETV6,IDH1,709
ETV6,HRAS,714
ETV6,KMT2A,732
ETV6,PIK3R1,735
ETV6,PRL,796
ETV6,ABL2,863
ETV6,GPR19,736
ETV6,TET2,794
CYP19A1,ESR1,927
CYP19A1,CYP3A4,950
CYP19A1,FSHR,831
CYP19A1,HSD3B2,979
CYP19A1,SRD5A2,961
CYP19A1,UGT2A1,926
CYP19A1,FOXL2,757
CYP19A1,CYP1B1,739
CYP19A1,AKT1,748
CYP19A1,UGT1A3,926
CYP19A1,GPER1,712
CYP19A1,FSHB,705
AMPD3,PDE1A,700
AMPD3,AK2,756
AMPD3,ALDOB,718
AMPD3,ASL,973
AMPD3,EPHX2,843
AMPD3,PDE7A,703
AMPD3,AMPD2,921
AMPD3,ENPP3,919
AMPD3,AMPD1,934
AMPD3,NT5C3A,793
AMPD3,ADK,980
AMPD3,GMPS,718
COL4A3,ITGB3,837
COL4A3,CD44,920
COL4A3,ITGA4,702
COL4A3,COL4A4,995
GPS2,MECP2,715
GPS2,RXRA,725
GPS2,TBL1X,999
GPS2,TBL1XR1,999
GPS2,TRAC,997
GPS2,NR1H3,731
SGK2,NEDD4L,809
ABAT,GATM,814
ABAT,ALDH3B2,942
ABAT,ALDH3B1,942
ABAT,ALDH3A1,942
ABAT,ALDH7A1,954
ABAT,ACSS3,828
COL4A4,ITGB3,720
COL4A4,CD44,905
COL4A4,ITGA4,712
HLA-A,CD3G,919
HLA-A,CD8B2,922
HLA-A,HLA-B,999
HLA-A,HLA-DPB1,957
HLA-A,B2M,999
HLA-A,MAGEA3,752
HLA-A,IL10,705
HLA-A,HLA-DOB,922
HLA-A,RAB9A,904
HLA-A,KLRC1,978
HLA-A,HLA-DMB,931
HLA-A,CD8A,999
HLA-A,ARF1,809
HLA-A,C4B,761
HLA-A,NDUFA6,705
HLA-A,TAPBP,998
HLA-A,IGH,958
HLA-A,TNF,760
HLA-A,SI,883
HLA-A,INS,751
RPS8,RPS20,999
RPS8,RPL23,999
RPS8,RPL23A,999
RPS8,RPS25,999
RPS8,RPL26,999
RPS8,RPS15,999
RPS8,RPL37A,999
RPS8,RPL30,999
RPS8,RPS17,999
RPS8,RPS5,999
RPS8,RPS28,999
RPS8,RPS7,999
RPS8,RPSA,999
RPS8,RPS19,999
RPS8,CSNK1E,827
RPS8,RPS18,999
RPS8,RPL10,999
RPS8,RPL18,999
RPS8,RPL9P8,999
RPS8,RPS24,999
RPS8,RPL11,999
RPS8,ISG15,838
RPS8,RPL6,999
RPS8,RPL36,999
RPS8,RPS10,999
RPS8,RPLP0,999
RPS8,RPL32,999
RPS8,EIF4B,740
RPS8,FAU,999
RPS8,GSPT1,926
RPS8,RPL27,999
RPS8,TPT1,981
RPS8,CSNK1D,826
RPS8,RPS13,999
RPS8,EEF1D,900
RPS8,RPS14,999
RPS8,RPL17,995
RPS8,SRP19,845
RPS8,EIF4G1,877
RPS8,RPL41,729
RPS8,SELP,850
RPS8,RPL35A,999
RPS8,RPS27,999
RPS8,RPL28,999
RPS8,RPL31,999
GATM,ALAS2,907
GATM,GAMT,997
GATM,ALDH7A1,929
GATM,NOS1,925
THRB,TXNRD2,959
THRB,PIK3CB,907
THRB,RXRA,993
THRB,NCOA1,985
THRB,PIK3R1,966
THRB,NCOA2,993
THRB,TRAC,964
ATN1,ATXN2,831
ATN1,BAP1,861
LTB4R,LTB4R2,955
LTB4R,GNAI1,909
CSNK1E,RPS20,831
CSNK1E,RPP30,806
CSNK1E,RPS25,808
CSNK1E,RPS15,832
CSNK1E,RPS17,813
CSNK1E,RPS5,818
CSNK1E,RPS28,808
CSNK1E,RPS7,812
CSNK1E,RPSA,812
CSNK1E,RPS19,813
CSNK1E,RPS18,817
CSNK1E,RPS24,806
CSNK1E,RPS10,812
CSNK1E,FAU,802
CSNK1E,BMAL1,997
CSNK1E,CSNK1D,989
CSNK1E,RPS13,812
CSNK1E,RPS14,810
CSNK1E,CLOCK,994
CSNK1E,CRY2,997
CSNK1E,YAP1,909
GAPDH,SLC2A1,737
GAPDH,RPLP0,874
GAPDH,ENO2,871
GAPDH,TPT1,795
GAPDH,COX4I1,776
GAPDH,ALDOA,909
GAPDH,GPI,995
GAPDH,LDHA,967
GAPDH,SOD2,740
GAPDH,HSPA8,986
GAPDH,ATP5F1A,785
GAPDH,ACTG1,809
GAPDH,CTNNB1,897
GAPDH,ENO1,998
GAPDH,CBS,755
GAPDH,PPIA,846
GAPDH,IRF3,751
GAPDH,PTPRC,728
GAPDH,CD44,745
GAPDH,ESR1,800
GAPDH,IDH1,704
GAPDH,ACTB,887
GAPDH,MYC,850
GAPDH,ALDOB,995
GAPDH,VIM,769
GAPDH,CFL1,772
GAPDH,BCL2,876
GAPDH,PECAM1,740
GAPDH,RPS18,807
GAPDH,IL6,879
GAPDH,ACLY,760
GAPDH,ISG15,748
GAPDH,BDNF,709
GAPDH,BIRC2,945
GAPDH,B2M,800
GAPDH,IL10,782
GAPDH,HK1,708
GAPDH,AKT1,911
GAPDH,CD63,756
GAPDH,RHOA,803
GAPDH,HMBS,784
GAPDH,SNCA,769
GAPDH,TNF,849
GAPDH,CDKN1A,777
GAPDH,INS,816
GAPDH,HIF1A,751
GAPDH,FDFT1,859
GAPDH,ITGAM,714
SLC29A4,SLC18A2,932
SOX10,YAP1,743
SOX10,MITF,940
SOX10,HDAC2,909
SOX10,GDNF,802
SOX10,DCT,860
SOX10,MBP,933
ITGA4,LAMA2,748
ITGA4,ITGAX,861
ITGA4,PTPRC,765
ITGA4,ITGB3,989
ITGA4,CD8A,835
ITGA4,GPR17,701
ITGA4,ITGAM,797
ITGA4,ITGB2,994
ITGA4,TNF,754
ITGA4,CD44,933
ITGA4,LAP3,767
ITGA4,ACTB,779
ITGA4,SELL,842
ITGA4,PECAM1,746
ITGA4,PTK2B,917
HRH1,TRPV1,827
NFE2L2,CRYZ,814
NFE2L2,CDKN2A,745
NFE2L2,NOTCH1,857
NFE2L2,HMOX2,708
NFE2L2,SOD2,701
NFE2L2,AKT1,923
NFE2L2,DDIT3,968
NFE2L2,IL6,812
NFE2L2,CCL28,700
NFE2L2,HIF1A,750
NFE2L2,ACTB,758
NFE2L2,MYC,961
NFE2L2,TXNRD1,840
NFE2L2,GCLC,966
NFE2L2,GPX5,805
NFE2L2,TNF,701
NFE2L2,GSTP1,720
NFE2L2,CDKN1A,750
NFE2L2,IDH1,849
NFE2L2,BRCA1,813
RAPGEF4,ABCC8,990
RAPGEF4,GNAI1,908
RAPGEF4,ARRB2,944
RAPGEF4,MAPK9,905
RAPGEF4,RIMS1,848
RAPGEF4,ALDH7A1,908
RAPGEF4,ADCY3,933
RAPGEF4,RAPGEF3,911
RAPGEF4,ARRB1,944
GPER1,NPY,758
GPER1,ESR1,953
GPER1,OPRM1,732
GPER1,GPR61,902
NCF4,CSF2RB,795
NCF4,PRKCB,926
NCF4,CORO7,717
NCF4,VAV1,817
NCF4,AKT1,993
WNT5B,FZD4,970
IL15RA,JAK1,706
IL15RA,JAK3,753
IL15RA,CD8A,785
INS,SNCA,896
INS,KNG1,796
INS,GCG,998
INS,FLG,965
INS,HPCA,926
INS,GPX5,722
INS,TNF,926
INS,HNF4A,871
INS,PPARA,898
INS,CTLA4,700
INS,ESR1,841
INS,IKBKB,721
INS,NPY,918
INS,FGF21,813
INS,ACTB,801
INS,IGF1R,999
INS,HRAS,704
INS,MYC,714
INS,SLC30A8,912
INS,PECAM1,708
INS,BCL2,721
INS,NR1H4,774
INS,CREB1,776
INS,CEBPA,811
INS,PDGFC,925
INS,IL6,933
INS,ADIPOQ,961
INS,IGF2,981
INS,BDNF,750
INS,CST3,761
INS,SLC2A1,849
INS,GRB10,945
INS,BMAL1,780
INS,B2M,833
INS,POMC,947
INS,GCGR,795
INS,UCP2,814
INS,IL10,819
INS,AKT1,953
INS,PPY,952
INS,PTH,910
INS,ABCC8,909
INS,AMY2A,741
INS,CTNNB1,727
INS,MGAM,883
INS,LPL,853
INS,PIK3R1,824
INS,TGFA,956
INS,NTRK1,996
INS,GPBAR1,741
INS,VAMP2,897
INS,FGFR2,936
INS,APLN,738
INS,RXFP1,714
RPL23,SOD2,827
RPL23,MRPL47,999
RPL23,MAPK9,810
RPL23,RPL9P8,802
RPL23,RPL11,773
RPL23,RPS18,940
RPL23,MRPL36,993
RPL23,RPS5,818
RPL23,RPS20,744
RPL23,NDUFAB1,956
CNTN4,NLGN1,853
CNTN4,NRXN1,805
PTK2B,ITGB2,960
PTK2B,BCAR1,998
PTK2B,DLG4,919
PTK2B,CDH5,791
PTK2B,LYN,990
PTK2B,VAV1,757
PTK2B,ARHGEF28,925
PTK2B,JAK3,942
PTK2B,ITGB3,872
PTK2B,SIRPA,788
PTK2B,GRIN2B,744
PTK2B,RHOA,952
PDCD1LG2,TIGIT,859
PDCD1LG2,FCGR3B,759
PDCD1LG2,TNFRSF9,710
PDCD1LG2,CD8A,910
PDCD1LG2,IDO1,798
PDCD1LG2,PTPN11,846
PDCD1LG2,IL10,797
PDCD1LG2,CTLA4,998
PPP3CC,PLCG2,907
PPP3CC,NFATC1,956
PPP3CC,PPP3R2,993
PPP3CC,PPP2R5D,705
POLR3D,POLR3G,999
ITGB2,ITGB3,973
ITGB2,LPL,741
ITGB2,CCL5,747
ITGB2,CD8A,787
ITGB2,CD14,805
ITGB2,PIK3R1,918
ITGB2,ICAM2,999
ITGB2,ITGAX,999
ITGB2,PRKD2,905
ITGB2,VAV1,966
ITGB2,PTPRC,870
ITGB2,LYN,748
ITGB2,FCGR3B,831
ITGB2,LAP3,826
ITGB2,CD44,879
ITGB2,TNF,727
ITGB2,CYTH2,709
ITGB2,PRKD1,906
ITGB2,SELL,976
ITGB2,PECAM1,814
ITGB2,ITGAM,999
ITGB2,PIK3CB,913
MBP,ITGAM,700
MUC16,MUC2,886
MUC16,MUC5AC,918
MUC16,CTNNB1,778
MUC16,TTN,789
MUC16,MUC1,951
MUC16,SELL,702
SOCS6,TYK2,738
SOCS6,PIK3R1,709
SOCS6,JAK3,739
SOCS6,SOCS1,754
SOCS6,JAK1,766
MAP2K7,MAPK9,976
MAP2K7,MAP2K4,956
MAP2K7,PRKCA,906
MAP2K7,MAP3K1,981
MAP2K7,MAP3K12,946
EPHB1,GRB7,730
EPHB1,EFNA4,957
EPHB1,EFNB2,999
EPHB1,EPHB6,863
EPHB1,NCK1,739
GRK4,LAP3,732
GRK4,SAG,721
GRK4,ARRB1,937
GRK4,ARRB2,926
GRK4,OPRM1,921
BCL2,PECAM1,752
BCL2,MYC,955
BCL2,CASP1,817
BCL2,IGF1R,781
BCL2,HRAS,938
BCL2,SPG7,739
BCL2,ACTB,885
BCL2,CDKN1A,820
BCL2,IKBKB,727
BCL2,BRCA1,800
BCL2,ESR1,897
BCL2,GPX5,726
BCL2,TNF,885
BCL2,LAP3,759
BCL2,RAF1,892
BCL2,NLRP1,999
BCL2,BIRC2,715
BCL2,AKT3,947
BCL2,ERN1,781
BCL2,RELA,898
BCL2,DAPK1,726
BCL2,BDNF,793
BCL2,MME,793
BCL2,NR4A1,999
BCL2,IGH,929
BCL2,DDIT3,972
BCL2,IL6,868
BCL2,CREB1,925
BCL2,BAG1,996
BCL2,CCL3,753
BCL2,DIABLO,833
BCL2,HIF1A,946
BCL2,CD8A,831
BCL2,MAPK9,957
BCL2,BCL6,906
BCL2,IKBKG,805
BCL2,AKT1,993
BCL2,IL10,718
BCL2,BRAF,761
BCL2,FAS,728
BCL2,PPP2CA,962
BCL2,APAF1,993
BCL2,PPP2R5D,909
BCL2,CDKN2A,717
BCL2,SPHK2,899
BCL2,BCL2L10,920
BCL2,CTNNB1,781
FBP2,AKT1,869
FBP2,HNRNPC,799
FBP2,ILF3,784
FBP2,HNRNPAB,703
FBP2,ELAVL1,912
FBP2,EWSR1,707
CBS,TBL1X,790
CBS,SPTLC3,840
CBS,PRKAG3,758
CBS,MTHFD1,870
CBS,MPST,927
CBS,NOS1,740
CBS,KYAT1,935
CBS,MTRR,970
APOF,SAA1,788
APOF,APOC1,817
APOF,HP,743
APOF,APOC2,811
APOF,APOA5,855
APOF,PLTP,868
APOF,APOC4,865
CRHR1,PDYN,790
CRHR1,HCRTR1,709
CRHR1,ARRB1,731
CRHR1,GNA13,928
CRHR1,PTH,703
CRHR1,POMC,928
CRHR1,GCGR,711
CRHR1,OPRM1,733
CRHR1,ARRB2,847
CRHR1,GNAI1,952
CRHR1,FKBP5,724
CST3,B2M,950
FGFRL1,FGF1,788
CSNK1D,CRY2,984
CSNK1D,CLOCK,970
CSNK1D,YAP1,919
CSNK1D,RPS13,813
CSNK1D,FAU,802
CSNK1D,BMAL1,975
CSNK1D,RPS14,828
CSNK1D,RPS18,813
CSNK1D,RPS19,844
CSNK1D,RPSA,843
CSNK1D,RPS10,822
CSNK1D,RPS24,810
CSNK1D,RPS15,832
CSNK1D,RPS25,803
CSNK1D,RPS20,835
CSNK1D,RPP30,811
CSNK1D,RPS7,813
CSNK1D,RPS5,817
CSNK1D,RPS28,803
CSNK1D,RPS17,810
LPL,ACTG1,744
LPL,ACTB,770
GSTP1,ALDH3A1,758
GSTP1,EPHX1,989
GSTP1,ADH7,723
GSTP1,CYP2E1,979
GSTP1,ADH4,713
GSTP1,ALDH3B2,702
GSTP1,ADH1C,762
GSTP1,SLCO6A1,881
GSTP1,CYP1B1,973
GSTP1,GSTZ1,945
GSTP1,GPX5,815
GSTP1,CYP3A4,976
GSTP1,CYP2D7BP,734
GSTP1,GSTA2,829
GSTP1,GSS,934
DOT1L,MYC,852
DOT1L,KMT2A,894
DOT1L,CTNNB1,777
ATP5F1A,RPLP0,913
ATP5F1A,ENO2,731
ATP5F1A,COX4I1,922
ATP5F1A,ATP6V1C1,736
ATP5F1A,RPS14,866
ATP5F1A,ATP6V0B,959
ATP5F1A,NDUFV1,958
ATP5F1A,RPL17,809
ATP5F1A,ENO1,828
ATP5F1A,ATP5PF,999
ATP5F1A,ATP5MC2,997
ATP5F1A,OGDH,817
ATP5F1A,RPL23A,978
ATP5F1A,RPL23,829
ATP5F1A,RPS20,867
ATP5F1A,KDM5A,890
ATP5F1A,NDUFS1,961
ATP5F1A,NDUFAB1,767
ATP5F1A,RPL26,710
ATP5F1A,RPS15,948
ATP5F1A,RPS5,820
ATP5F1A,AK2,700
ATP5F1A,RPSA,741
ATP5F1A,UQCRB,777
ATP5F1A,VDAC3,738
ATP5F1A,RPL10,770
ATP5F1A,RPS18,955
ATP5F1A,RPL9P8,899
ATP5F1A,NDUFA5,724
ATP5F1A,RPL11,984
ATP5F1A,RPS12,754
ATP5F1A,NDUFA6,700
PARP3,PARG,819
PARP3,BRCA1,706
TNFSF11,SP7,791
TNFSF11,AKT1,751
TNFSF11,PTH,875
TNFSF11,IL10,745
TNFSF11,PTHLH,784
TNFSF11,LTA,848
TNFSF11,IL6,810
TNFSF11,IL17A,744
TNFSF11,TNF,831
TNFSF11,TNFRSF11A,999
TNFSF11,TNFSF14,706
TNFSF11,NFATC1,945
TNFSF11,LTB,760
SPTLC3,SPHK2,762
CTNND1,ARHGAP35,944
CTNND1,CDH4,942
CTNND1,MUC1,820
CTNND1,YES1,944
CTNND1,PTPN6,936
CTNND1,CDC42,964
CTNND1,CTNNB1,999
CTNND1,CDH5,999
CTNND1,PTPRM,948
CTNND1,RHOA,986
CTNND1,CTNNA3,832
CTNND1,CTNNA2,829
HLCS,PC,993
HLCS,BTD,996
HLCS,ACACA,961
KCNE1,KCNJ5,799
ABCC1,ABCG2,971
ABCC1,LTB4R2,701
MAP3K1,BIRC2,860
MAP3K1,MAP2K6,924
MAP3K1,BRCA1,770
MAP3K1,IKBKB,982
MAP3K1,BCAR1,909
MAP3K1,HRAS,945
MAP3K1,CDC42,967
MAP3K1,MAP2K4,995
MAP3K1,IKBKG,975
MAP3K1,MAPK9,956
MAP3K1,ARRB2,761
MAP3K1,RHOA,861
KDM5A,KDM1A,836
KDM5A,BMAL1,982
KDM5A,HDAC2,878
KDM5A,CLOCK,983
KDM5A,EMSY,904
ROCK1,MYC,728
ROCK1,CFL1,924
ROCK1,HIF1A,711
ROCK1,RELA,925
ROCK1,ARHGAP35,707
ROCK1,RHOA,999
ROCK1,CTNNB1,953
ROCK1,CDC42,822
RUNX3,CDKN1A,846
RUNX3,TCF7L2,899
RUNX3,MYC,837
RUNX3,CBFB,999
RUNX3,ZFHX3,955
RUNX3,CD8A,749
RUNX3,CTNNB1,977
RUNX3,NOTCH1,746
RUNX3,CDKN2A,789
RUNX3,YAP1,708
GABRA5,GABRR1,707
GABRA5,GABRG2,776
GABRA5,ANCR,735
GABRA5,GABRR2,704
GABRA5,GABRA1,749
GABRA5,SLC6A1,880
GABRA5,GABRG3,766
TUBA3C,TUBB8,761
TUBA3C,TUBB8B,755
FKBP1A,TGFBR1,999
FKBP1A,PPIA,706
FKBP1A,RHOA,704
FKBP1A,RYR3,911
FKBP1A,AKT1,734
FKBP1A,EIF4E,939
FKBP1A,ACVR1,998
FKBP1A,CACNB4,732
FKBP1A,MLST8,996
KDM1A,EWSR1,827
KDM1A,SUMO2,811
KDM1A,POLD1,906
KDM1A,BRCA1,717
KDM1A,ESR1,962
KDM1A,MYC,922
KDM1A,CHD4,990
KDM1A,CHD1,830
KDM1A,CLOCK,897
KDM1A,CTNNB1,839
KDM1A,HDAC2,999
KDM1A,NR2C2,771
KDM1A,ERCC5,900
KDM1A,BMAL1,892
KDM1A,GTF2I,858
KDM1A,XRCC4,910
EPHB2,CDC42,791
EPHB2,EFNA4,921
EPHB2,PICK1,746
EPHB2,EFNB2,999
EPHB2,EPHA5,704
DIAPH3,RHOA,965
DIAPH3,BLVRA,830
DIAPH3,CDC42,991
NEDD4L,NEDD4,972
NEDD4L,SAG,779
NEDD4L,IGF1R,715
MAPK4,XPO1,775
MAPK4,MAPKAPK5,953
NBEA,NOTCH1,909
DSCAM,NRXN1,722
DSCAM,DCC,969
PLA2G2A,CYP2E1,816
PLA2G2A,PLA2G10,725
TXNRD2,KYAT1,918
TXNRD2,TXNRD3,907
TXNRD2,GPX5,758
TXNRD2,TXNRD1,938
TXNRD2,RXRA,866
GCGR,GCG,999
GCGR,GNAI1,915
MASP2,CLK1,968
MASP2,C4B,997
MASP2,C1S,703
SZRD1,ADGRL3,969
SZRD1,STRAP,717
TRAC,NCOA1,884
TRAC,MECP2,787
TRAC,MYC,818
TRAC,NR1H4,808
TRAC,ESR1,993
TRAC,PPARA,996
TRAC,NR1H2,825
TRAC,NR4A1,892
TRAC,RELA,760
TRAC,SNW1,917
TRAC,ATXN1L,775
TRAC,TBL1XR1,989
TRAC,TBL1X,998
TRAC,RXRA,996
TRAC,BCL6,999
TRAC,NCOA2,877
TRAC,ESRRA,705
TRAC,PHB2,714
TRAC,RARG,754
TRAC,HDAC2,993
TRAC,NR1H3,811
TRAC,HDAC9,916
TRAC,NOTCH1,775
CSF2RB,TYK2,714
CSF2RB,PTPN11,867
CSF2RB,CSF2RA,999
CSF2RB,IL10,800
CSF2RB,HRAS,901
CSF2RB,IFNA5,722
CSF2RB,ITGAM,714
CSF2RB,IFNA17,734
CSF2RB,IL5RA,993
CSF2RB,PTPN6,849
CSF2RB,SFTPB,724
CSF2RB,JAK3,737
CSF2RB,IL6,769
CSF2RB,JAK1,900
DTNB,DAG1,937
POMC,NUCB2,748
POMC,DCT,756
POMC,APLN,711
POMC,MITF,799
POMC,ADCYAP1,734
POMC,NPY5R,841
POMC,FSHB,825
POMC,AGTR1,799
POMC,MC1R,999
POMC,GIPR,942
POMC,GNAI1,816
POMC,ADM,836
POMC,CGA,849
POMC,IL10,736
POMC,UCP2,725
POMC,OPRM1,999
POMC,PPY,803
POMC,PTH,800
POMC,SSTR3,774
POMC,TSHR,934
POMC,BDNF,727
POMC,IL6,829
POMC,CPS1,861
POMC,HCRTR2,729
POMC,ADORA2A,923
POMC,NPY,986
POMC,FSHR,930
POMC,PDYN,994
POMC,ASIP,905
POMC,KNG1,868
POMC,GCG,922
LRRC32,EMSY,724
PSME4,PSMC3,793
PSME4,PSMC2,776
PSME4,PSMD6,798
PSME4,PSMB11,781
PSME4,PSMA1,999
PSME4,ADRM1,883
PSME4,PSMD13,828
PSME4,PSMD14,940
PSME4,PSMB3,985
PSME4,PSMC6,831
ATG4B,ULK3,722
CNGA1,NR2E3,741
CNGA1,PDE6B,931
RELA,CDKN2A,851
RELA,CTNNB1,920
RELA,TLR5,946
RELA,MYD88,850
RELA,HDAC2,986
RELA,PPP2CA,949
RELA,MALT1,761
RELA,IRF3,757
RELA,SOCS1,812
RELA,YAP1,709
RELA,MARK2,721
RELA,IL10,701
RELA,AKT1,780
RELA,IKBKE,784
RELA,IKBKG,996
RELA,TET2,702
RELA,MAPK9,954
RELA,CCL5,948
RELA,RXRA,781
RELA,CREB1,986
RELA,RPS6KA5,833
RELA,HIF1A,989
RELA,IFNA17,709
RELA,BIRC2,795
RELA,IL6,986
RELA,CXCL2,953
RELA,IKBKB,999
RELA,BRCA1,878
RELA,ESR1,978
RELA,CDKN1A,745
RELA,CAPN1,727
RELA,TNF,997
RELA,RAF1,925
RELA,MYC,852
RELA,MUC1,787
RELA,PAK3,953
APOBEC3A,UQCRB,756
NPY,GNAI1,863
NPY,GCG,787
NPY,KNG1,760
NPY,PDYN,932
NPY,PPY,949
NPY,OPRM1,775
NPY,UCP2,764
NPY,ADCYAP1,707
NPY,IL6,710
NPY,APLN,772
NPY,BDNF,825
NPY,CHRM2,731
NPY,NPY5R,999
NPY,FFAR2,825
BCL6,IL21,814
BCL6,TBL1XR1,717
BCL6,MME,926
BCL6,IGH,913
BCL6,LAP3,709
BCL6,MYC,922
BCL6,HDAC9,888
BCL6,FAS,721
BCL6,CD8A,702
HCRTR1,HCRTR2,926
HCRTR1,PDYN,706
CHKB,TAC3,782
CHKB,PHOSPHO1,920
CHKB,PCYT2,993
PARG,PDE1A,761
ADCY3,RAPGEF3,931
ADCY3,PDE7A,754
ADCY3,CAMK2A,929
ADCY3,PDE1A,710
ADCY3,AKT1,723
ADCY3,GNAI1,768
ADCY3,GCH1,800
ADCY3,PDE6B,754
BMAL1,PPARA,864
BMAL1,RXRA,779
BMAL1,HIF1A,963
BMAL1,ANCR,770
BMAL1,CLOCK,999
BMAL1,CRY2,999
CYP4F11,MTRR,701
CYP4F11,POR,919
STN1,GTF2A1,904
KMT5A,L3MBTL1,946
CTNNA2,CDH4,749
CTNNA2,ACTB,917
CTNNA2,CDH5,700
CTNNA2,CTNNB1,998
CTNNA2,ACTG1,909
CTNNA2,CTNNA3,943
SOS1,RASGRP3,919
SOS1,NCK1,974
SOS1,PIK3CB,707
SOS1,RAF1,812
SOS1,FLG,987
SOS1,HRAS,999
SOS1,IGF1R,708
SOS1,EPS8,999
SOS1,NTRK1,771
SOS1,PIK3R1,927
SOS1,VAV1,977
SOS1,LYN,739
SOS1,FGFR2,937
SOS1,LCK,818
SOS1,AKT1,765
SOS1,PTPN11,999
SOS1,BRAF,900
FSHR,ESR1,717
FSHR,GCG,915
FSHR,CGA,990
FSHR,ADCYAP1,929
FSHR,FSHB,999
CDKN1A,ACTB,709
CDKN1A,CHEK1,740
CDKN1A,CDC7,851
CDKN1A,MYC,981
CDKN1A,VIM,763
CDKN1A,ESR1,842
CDKN1A,BRCA1,809
CDKN1A,AKT3,950
CDKN1A,CCNH,823
CDKN1A,CDK3,940
CDKN1A,CEBPA,956
CDKN1A,WEE1,709
CDKN1A,TFAP2A,803
CDKN1A,CCNE2,999
CDKN1A,ZFHX3,781
CDKN1A,AKT1,995
CDKN1A,E2F5,829
CDKN1A,CDKN1C,735
CDKN1A,CDK5,885
CDKN1A,CDKN2A,966
CDKN1A,CCNA2,999
ESRRA,CREB1,720
ESRRA,ESR1,888
ESRRA,NCOA2,741
XPO1,YAP1,788
XPO1,NUP153,894
XPO1,CTNNB1,889
XPO1,EIF4E,744
XPO1,NUP62,869
XPO1,ELAVL1,925
XPO1,PGD,786
ABCB5,PROM1,786
SAA1,IL6,905
SAA1,FPR1,797
SAA1,APOC1,734
SAA1,APOC2,836
SAA1,FPR2,834
SAA1,TNF,727
SAA1,PLTP,828
SAA1,IL10,765
RPS12,SOD2,833
RPS12,MRPL47,992
RPS12,MYH14,939
RPS12,MAPK9,840
RPS12,SPG7,839
RPS12,MRPL36,999
F11,KNG1,998
CACNA1I,TRPC1,923
CACNA1I,NOS1,919
CHRNA2,CHRNA7,930
CHRNA2,CHRNE,792
C1S,IGH,924
C1S,KNG1,746
C1S,CLK1,851
C1S,C1R,999
C1S,C4B,993
APOBEC3G,UQCRB,760
APOBEC3G,CBFB,957
FAH,GSTZ1,997
NRXN1,APBA2,820
NRXN1,PTPRS,750
NRXN1,GRIN2B,832
NRXN1,DAG1,998
NRXN1,NLGN1,999
NRXN1,DLG4,991
PICK1,GRIA3,994
PICK1,DLG4,962
PICK1,CAMK2A,725
PICK1,GRIK2,897
PICK1,GRIA1,952
PICK1,ICA1,956
PICK1,PRKCA,996
NCOA1,NR1H3,992
NCOA1,NCOA2,997
NCOA1,RXRA,999
NCOA1,SNW1,771
NCOA1,HIF1A,831
NCOA1,PRMT1,893
NCOA1,NR4A1,716
NCOA1,NR1H2,923
NCOA1,ESR1,999
NCOA1,PPARA,998
NCOA1,NR1H4,997
ELAVL1,CTNNB1,820
ELAVL1,EIF4G1,798
ELAVL1,PRKCA,902
ELAVL1,CCNA2,964
ELAVL1,IGF2BP2,752
ELAVL1,HNRNPC,976
ELAVL1,PRKAG3,901
ELAVL1,TNF,747
ELAVL1,ILF3,915
ELAVL1,PRKAB1,909
ELAVL1,HIF1A,769
ELAVL1,CRABP2,741
ELAVL1,EWSR1,729
ELAVL1,EIF4E,807
ELAVL1,HNRNPAB,792
MAD1L1,NUP153,943
BAP1,CDC42,930
BAP1,CTNNB1,963
BAP1,ADGRB1,787
CD14,ITGAM,750
CD14,PLCG2,707
PPARA,ACSL1,820
PPARA,TNF,810
PPARA,FGF21,863
PPARA,ADIPOQ,914
PPARA,IL6,722
PPARA,HIF1A,761
PPARA,RXRA,999
PPARA,TRPV1,718
PPARA,APOA5,785
PPARA,NCOA2,909
PPARA,GPR55,746
PPARA,AKT1,700
PPARA,UCP2,821
PPARA,ACACA,721
PPARA,DGAT1,721
PPARA,NR1H3,860
PPARA,TRIB3,929
PPARA,CLOCK,764
PPARA,LPL,836
HIPK2,MECP2,919
HIPK2,CBFB,868
PDE7A,ALDH7A1,949
PDE7A,ADK,925
PDE7A,ASL,901
PDE7A,ENPP3,926
